CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal
709707033,Attrited Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,2,13162,0
718346658,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,3,1963,1357
824157858,Existing Customer,58,M,3,Graduate,Married,$80K - $120K,Blue,4,18713,1022
709735008,Existing Customer,35,M,2,High School,Married,$80K - $120K,Blue,3,3023,1435
814593858,Existing Customer,58,M,3,High School,Single,$120K +,Blue,4,6103,1798
718416858,Existing Customer,42,M,5,Graduate,Married,$60K - $80K,Blue,3,10607,2517
710307933,Existing Customer,32,F,0,College,Single,Less than $40K,Blue,3,2917,2517
715870758,Existing Customer,35,M,4,Graduate,Married,$120K +,Blue,4,34516,1018
713819283,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,6,25197,2517
710424408,Existing Customer,63,M,2,Graduate,Married,Less than $40K,Blue,5,2743,1815
709493283,Existing Customer,42,M,2,Unknown,Single,$120K +,Blue,5,4111,1233
712489158,Existing Customer,36,F,0,Uneducated,Single,Unknown,Blue,5,3667,948
719013108,Existing Customer,42,M,3,Graduate,Divorced,$40K - $60K,Blue,4,3178,1800
721178583,Attrited Customer,37,F,3,Graduate,Unknown,Unknown,Blue,2,5674,0
717769008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,5,11444,1278
709986633,Existing Customer,29,M,1,High School,Married,$40K - $60K,Blue,3,1438.3,0
721062408,Existing Customer,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,4,6387,1597
771349458,Existing Customer,33,M,2,Graduate,Married,$40K - $60K,Blue,4,5657,1792
780557658,Existing Customer,63,F,0,Uneducated,Married,Unknown,Blue,5,11827,0
771441558,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,5,2608,1589
756409758,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,4,3203,2076
720009558,Existing Customer,33,F,2,College,Single,Unknown,Gold,3,34516,1540
778885158,Existing Customer,57,M,3,Uneducated,Married,$80K - $120K,Blue,5,2472,2457
715543908,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,4,2147,1173
717591483,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,4,3416,2044
715042608,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,5,8058,791
755959683,Existing Customer,50,F,5,Unknown,Unknown,Unknown,Blue,5,3410,2281
715367058,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,5,19044,0
714573258,Existing Customer,36,M,2,Post-Graduate,Single,$60K - $80K,Blue,4,1606,798
712281183,Existing Customer,55,M,4,Graduate,Married,$120K +,Blue,4,24336,856
717670758,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,5,5030,1327
720666333,Existing Customer,36,M,3,Unknown,Married,$120K +,Blue,6,24577,0
771556308,Existing Customer,26,F,0,High School,Single,Less than $40K,Blue,6,3517,1195
708931908,Existing Customer,48,M,3,High School,Single,$40K - $60K,Blue,3,7400,636
718894233,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue,6,2956,1391
771544533,Attrited Customer,42,F,5,High School,Married,Unknown,Blue,3,3578,0
708927108,Attrited Customer,53,M,2,Graduate,Married,$120K +,Blue,1,12778,507
717831783,Existing Customer,58,F,2,Uneducated,Married,Less than $40K,Blue,3,1942,1536
709288383,Existing Customer,32,M,2,Graduate,Divorced,$80K - $120K,Blue,5,29961,789
710813733,Existing Customer,48,M,4,Uneducated,Married,$60K - $80K,Silver,5,33791,0
721084833,Existing Customer,48,M,5,High School,Married,$40K - $60K,Silver,5,17657,2018
711258108,Existing Customer,54,M,1,College,Married,$120K +,Blue,4,2821,2415
710149008,Existing Customer,59,M,0,High School,Married,Less than $40K,Blue,6,1479,787
711902058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,3,1438.3,0
716757033,Existing Customer,37,M,4,Post-Graduate,Married,$40K - $60K,Blue,5,6859,1766
712688433,Existing Customer,36,M,3,High School,Divorced,$120K +,Blue,3,3404,1568
713203908,Existing Customer,26,M,0,Uneducated,Single,$40K - $60K,Blue,4,2158,1695
711772008,Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue,1,1890,666
708799983,Attrited Customer,40,M,1,Post-Graduate,Married,$60K - $80K,Blue,6,18386,890
778882758,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,5,3602,2013
709157133,Existing Customer,39,M,1,Unknown,Divorced,$80K - $120K,Blue,6,3766,1049
741344808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,4,5634,2057
739692933,Existing Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,4,3126,2517
766429908,Existing Customer,49,M,2,High School,Unknown,$60K - $80K,Blue,6,3017,786
802087683,Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,6,5478,1491
712491108,Existing Customer,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,6,13046,1177
714767508,Existing Customer,39,M,2,Graduate,Married,$40K - $60K,Blue,5,8687,1146
720376008,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,6,6174,1421
779126658,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,5,5655,0
793222008,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,5,5397,1784
720812433,Existing Customer,54,M,2,College,Married,$120K +,Blue,6,28465,0
717623583,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,4,3444,2441
708878508,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,4,2104,1267
710043408,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,4,15610,2048
789079758,Existing Customer,44,M,4,Doctorate,Unknown,$120K +,Blue,3,34516,1356
721311333,Existing Customer,32,M,1,High School,Married,Unknown,Blue,3,16912,1590
710749458,Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue,4,5462,1864
778275783,Existing Customer,37,F,2,Unknown,Unknown,Less than $40K,Blue,5,2868,1434
799498158,Existing Customer,31,M,1,Post-Graduate,Married,$60K - $80K,Blue,5,2685,1580
716334258,Existing Customer,49,F,3,Uneducated,Divorced,$40K - $60K,Blue,5,5238,1365
716075208,Existing Customer,32,F,3,High School,Married,Less than $40K,Blue,4,4561,2029
780276258,Existing Customer,53,M,2,High School,Married,$120K +,Blue,3,13091,985
789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,3,10826,1274
811571733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,4,2600,1876
709429533,Existing Customer,49,F,5,Graduate,Divorced,Unknown,Blue,6,2561,0
715247508,Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,3,7087,1060
718784358,Existing Customer,34,M,4,Uneducated,Single,$120K +,Blue,6,34516,2517
751450008,Existing Customer,41,M,1,Post-Graduate,Single,$40K - $60K,Blue,3,10266,1390
719227233,Existing Customer,27,F,1,Unknown,Single,Less than $40K,Blue,3,1553,723
711050058,Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue,4,6732,0
779040408,Existing Customer,56,M,2,High School,Married,$120K +,Blue,3,12181,1702
714024858,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,3,7056,0
789849108,Existing Customer,35,M,1,Graduate,Single,$60K - $80K,Blue,6,14365,0
710391258,Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,3,11473,829
718830183,Existing Customer,46,M,1,High School,Single,$60K - $80K,Blue,5,23996,2517
779696883,Existing Customer,48,M,2,Graduate,Divorced,$60K - $80K,Blue,4,2998,1789
719249733,Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,6,30011,1232
737971833,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,6,2405,1553
772468983,Existing Customer,36,M,1,Post-Graduate,Married,$80K - $120K,Blue,3,21927,1291
710990283,Existing Customer,56,M,1,High School,Married,$80K - $120K,Blue,4,3906,1851
808750458,Existing Customer,32,M,1,Doctorate,Single,$60K - $80K,Blue,5,10029,606
719692983,Existing Customer,36,M,2,Doctorate,Married,$60K - $80K,Blue,3,4934,1504
719125158,Existing Customer,35,F,2,High School,Single,Less than $40K,Silver,5,13882,1452
787509408,Existing Customer,26,M,0,College,Single,Unknown,Blue,6,2347,0
719206308,Existing Customer,32,M,1,High School,Married,$60K - $80K,Blue,4,4116,1223
717141858,Existing Customer,56,F,2,High School,Single,$40K - $60K,Blue,4,13904,625
713172408,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,4,32558,2016
720314583,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,4,12902,1860
708347583,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,4,2509,1144
711006783,Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,3,2484,2149
718274283,Existing Customer,35,M,3,College,Single,$60K - $80K,Blue,5,2780,0
803977008,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,6,5219,1826
715216908,Existing Customer,48,M,4,Doctorate,Single,$80K - $120K,Blue,6,18102,1381
779611008,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,4,4532,0
811467708,Existing Customer,33,M,2,Graduate,Married,$80K - $120K,Blue,4,22399,1431
812597508,Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue,6,4489,2498
718651083,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,4,10329,514
708577308,Existing Customer,43,F,1,Unknown,Divorced,Less than $40K,Blue,4,2637,1272
813990483,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,4,1864,1384
816319008,Existing Customer,52,F,2,Graduate,Single,Unknown,Blue,6,13276,1917
789627258,Existing Customer,31,M,1,Graduate,Single,$40K - $60K,Blue,5,1935,1033
713346558,Existing Customer,45,M,4,Graduate,Divorced,$60K - $80K,Blue,5,6784,891
708744933,Existing Customer,35,M,2,High School,Married,$60K - $80K,Blue,4,19127,1880
708828258,Existing Customer,55,M,2,College,Married,$120K +,Blue,5,32641,1551
713511108,Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,5,1438.3,847
710208633,Existing Customer,37,F,1,Graduate,Married,Less than $40K,Blue,5,2417,1929
824165658,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,4,19259,2266
826513233,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,6,3796,2396
788789658,Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue,6,4042,1744
717837858,Existing Customer,47,M,5,College,Married,$120K +,Blue,3,17603,1063
709382958,Existing Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,6,2894,2077
716253858,Existing Customer,37,M,5,Post-Graduate,Married,$80K - $120K,Blue,2,16730,1956
713725683,Existing Customer,36,F,0,College,Single,Less than $40K,Blue,6,3282,1843
710364258,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,4,15815,1217
816033783,Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,6,1672,957
715065483,Existing Customer,45,F,3,Graduate,Divorced,Less than $40K,Blue,4,8121,1595
718751133,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,4,3182,2435
713983308,Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,5,3182,1928
718418958,Attrited Customer,30,M,1,Post-Graduate,Divorced,Less than $40K,Blue,6,5061,0
779367858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,5,6224,1898
711285633,Existing Customer,33,F,0,Unknown,Single,Unknown,Blue,6,2735,1769
714974658,Existing Customer,48,F,4,College,Married,Less than $40K,Blue,6,2464,1867
716374308,Existing Customer,39,M,3,Graduate,Married,$60K - $80K,Blue,4,3477,1875
713416233,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,5,3242,2076
797643708,Existing Customer,47,M,1,High School,Married,$120K +,Blue,3,27858,1314
808292958,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,6,1438.3,495
719831958,Existing Customer,49,M,3,College,Single,$120K +,Blue,5,34516,0
708860358,Existing Customer,38,M,3,High School,Married,$80K - $120K,Blue,4,6361,694
717385983,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,6,2490,0
719049033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,5,14057,1655
717581658,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,4,2461,1586
714347508,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,4,7766,1278
803833608,Existing Customer,40,M,3,Uneducated,Single,$40K - $60K,Silver,4,21308,564
712576908,Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue,5,4516,2252
778511733,Existing Customer,42,F,3,College,Single,$40K - $60K,Blue,6,5424,1812
721464783,Existing Customer,62,F,0,Graduate,Married,Less than $40K,Blue,3,1764,1540
821179233,Attrited Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,1,1493,932
713126733,Existing Customer,56,M,3,College,Married,$120K +,Blue,6,17539,2517
719688408,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Silver,6,34516,0
779811183,Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue,4,2149,1118
771086208,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,3,6256,1530
715217733,Existing Customer,33,F,2,High School,Single,Unknown,Blue,5,11922,792
813752433,Attrited Customer,43,F,3,Graduate,Single,Less than $40K,Blue,5,4075,1986
711876333,Existing Customer,53,M,3,Graduate,Married,$80K - $120K,Blue,5,7290,2151
715256658,Existing Customer,50,M,2,College,Single,$60K - $80K,Blue,5,5965,688
711329658,Existing Customer,30,M,0,High School,Married,$120K +,Blue,3,9007,1965
710227908,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,3,6077,1397
716362008,Existing Customer,37,M,2,Doctorate,Married,$40K - $60K,Blue,3,1808,1009
714939708,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,6,12810,0
708083283,Attrited Customer,58,M,0,Unknown,Single,$40K - $60K,Blue,3,3421,2517
719431608,Existing Customer,63,F,0,College,Married,$40K - $60K,Blue,6,3118,1528
769411758,Existing Customer,43,M,1,Graduate,Single,$60K - $80K,Blue,4,20013,922
714248733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,4,4395,1240
804481608,Existing Customer,37,F,1,Unknown,Single,Less than $40K,Blue,6,9661,0
714631833,Existing Customer,53,M,4,Graduate,Married,$60K - $80K,Blue,3,1973,1324
769751958,Existing Customer,55,M,3,Unknown,Married,$120K +,Blue,3,9926,2018
717999183,Existing Customer,36,M,3,High School,Married,$60K - $80K,Blue,6,4108,1659
713075283,Existing Customer,51,M,3,High School,Single,$120K +,Blue,5,20741,2504
711561108,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,6,16335,892
709854483,Existing Customer,35,F,1,High School,Married,Unknown,Blue,5,4588,2517
713630733,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,5,5712,1955
717599283,Existing Customer,57,M,0,Doctorate,Married,$60K - $80K,Blue,3,5335,1206
806407308,Attrited Customer,54,F,3,College,Single,Unknown,Blue,6,13184,0
712730583,Existing Customer,29,M,0,Uneducated,Married,$60K - $80K,Blue,5,8592,1201
712142733,Existing Customer,37,F,3,Post-Graduate,Married,Less than $40K,Blue,5,1910,1164
720153258,Existing Customer,53,F,2,College,Single,Less than $40K,Blue,6,6210,1083
814086333,Existing Customer,36,M,3,College,Married,$40K - $60K,Blue,6,2220,1337
715524708,Existing Customer,49,M,5,Unknown,Single,$40K - $60K,Silver,4,20756,1710
713307708,Existing Customer,64,F,0,Unknown,Married,$40K - $60K,Blue,6,2895,2517
714069858,Existing Customer,53,M,3,Graduate,Married,$60K - $80K,Blue,4,3539,2517
712789383,Existing Customer,52,M,1,Graduate,Married,$120K +,Blue,6,9274,2097
787983633,Existing Customer,35,F,3,Uneducated,Married,Less than $40K,Blue,6,3187,2517
758583708,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,2,2802,2460
717130383,Existing Customer,50,M,0,Uneducated,Married,$60K - $80K,Blue,4,2334,707
720770883,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,5,1438.3,0
716797758,Existing Customer,53,F,2,Unknown,Married,Less than $40K,Blue,3,3519,0
713835258,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,3,3088,2083
720677733,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Silver,6,34516,1002
718587858,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,3,11906,2032
710263608,Existing Customer,53,F,3,High School,Married,Unknown,Blue,4,11098,821
715055433,Existing Customer,36,M,3,Uneducated,Married,$60K - $80K,Blue,6,2224,1772
715498308,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,4,3454,1603
708099183,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,4,5723,1873
716452908,Existing Customer,36,F,1,Unknown,Single,Less than $40K,Blue,4,9239,1421
789959283,Existing Customer,39,M,2,College,Single,$80K - $120K,Blue,4,4061,1775
713536158,Existing Customer,65,M,1,College,Married,Less than $40K,Blue,5,4189,0
716750358,Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,4,6373,1562
815299833,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,5,2228,1717
721003008,Attrited Customer,36,F,4,Graduate,Married,Less than $40K,Blue,3,3261,2517
779883933,Existing Customer,40,F,4,Graduate,Married,Less than $40K,Blue,3,8014,1402
716612958,Existing Customer,35,F,2,College,Married,$40K - $60K,Blue,6,10980,1726
715859058,Existing Customer,54,M,3,Post-Graduate,Married,$120K +,Blue,6,3092,2165
772031733,Existing Customer,40,M,4,Graduate,Single,$80K - $120K,Blue,5,14315,690
720668358,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,3,1648,997
778708533,Attrited Customer,26,F,0,High School,Single,$40K - $60K,Blue,2,1730,1616
719649408,Existing Customer,46,M,2,High School,Married,$60K - $80K,Blue,6,13768,763
715457658,Existing Customer,29,F,1,Graduate,Married,Unknown,Blue,3,1709,1465
711934308,Existing Customer,38,M,3,Graduate,Single,$40K - $60K,Blue,5,1705,0
781326483,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,6,8673,0
712557708,Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,5,6391,2317
789187908,Existing Customer,56,M,2,Uneducated,Married,$80K - $120K,Blue,4,11102,1946
773297508,Existing Customer,34,M,3,College,Married,$80K - $120K,Blue,3,24765,1999
716529258,Existing Customer,42,M,4,Doctorate,Married,$80K - $120K,Blue,5,31864,0
708242283,Existing Customer,29,M,1,College,Single,$60K - $80K,Blue,5,5346,0
789247458,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,6,2801,1472
717100833,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,6,3148,0
716870583,Existing Customer,36,F,3,Unknown,Married,Less than $40K,Blue,6,2786,1628
719999508,Existing Customer,37,M,3,Unknown,Married,$60K - $80K,Blue,3,11894,816
721236408,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,5,7535,2517
720122808,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Silver,4,33180,511
716882658,Existing Customer,62,F,2,Graduate,Married,Less than $40K,Blue,6,2986,1632
713734758,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,4,6729,2375
709085358,Existing Customer,36,M,1,Graduate,Single,$60K - $80K,Blue,3,2601,1817
715785933,Existing Customer,54,M,3,College,Married,$80K - $120K,Blue,4,3380,1655
717159858,Existing Customer,27,M,1,High School,Single,$60K - $80K,Blue,5,2730,1351
713259858,Attrited Customer,26,M,0,High School,Single,$40K - $60K,Blue,3,3324,0
787516908,Existing Customer,56,F,2,Graduate,Married,Less than $40K,Blue,4,2665,1844
711145008,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,4,5015,2053
715013733,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,4,6905,2303
717098208,Existing Customer,48,M,3,Unknown,Married,$80K - $120K,Blue,5,5848,950
737982408,Existing Customer,33,M,1,College,Single,$80K - $120K,Blue,4,19136,1608
713216883,Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue,4,3500,1904
709361058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,5,7453,0
710312658,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,4,6266,1819
773383158,Existing Customer,29,F,1,College,Single,Less than $40K,Blue,4,4945,0
716053083,Attrited Customer,33,M,2,Graduate,Married,$120K +,Blue,2,27992,0
717667833,Existing Customer,34,M,1,Graduate,Married,$40K - $60K,Blue,6,3735,1285
716998608,Existing Customer,48,M,3,Graduate,Unknown,$60K - $80K,Blue,3,6703,1252
772086408,Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,4,6162,943
708597558,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,4,3337,795
718011783,Existing Customer,55,M,3,Graduate,Married,$40K - $60K,Blue,3,2205,1337
714360033,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,5,4450,1444
811005858,Existing Customer,33,F,0,Unknown,Married,Less than $40K,Blue,4,1438.3,0
794485158,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,6,2172,1475
708513183,Existing Customer,39,M,1,Uneducated,Married,$40K - $60K,Blue,4,4323,1267
719353158,Existing Customer,56,M,1,College,Married,$80K - $120K,Blue,5,4145,1468
711436083,Existing Customer,36,M,1,Graduate,Married,Less than $40K,Blue,6,2032,1003
780374133,Existing Customer,29,M,1,College,Single,$80K - $120K,Blue,5,7010,2103
739117233,Existing Customer,57,M,3,High School,Married,$120K +,Blue,3,3205,1530
708486033,Existing Customer,55,F,3,Post-Graduate,Married,Unknown,Blue,3,16547,1521
795237183,Existing Customer,51,F,2,Graduate,Married,$40K - $60K,Blue,3,5930,0
788788758,Existing Customer,57,F,3,College,Single,Unknown,Blue,4,7469,1752
709635858,Existing Customer,56,F,3,Graduate,Married,Less than $40K,Blue,6,2235,0
789701658,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,5,2047,1196
713484483,Existing Customer,36,F,4,Uneducated,Single,Unknown,Silver,3,34516,907
711954558,Existing Customer,53,F,3,Graduate,Married,$40K - $60K,Blue,3,2636,2357
712655583,Existing Customer,41,M,3,Graduate,Married,$40K - $60K,Blue,3,6425,915
779686683,Existing Customer,26,F,0,Post-Graduate,Single,Less than $40K,Blue,5,2902,1668
711226758,Existing Customer,51,F,1,College,Divorced,Less than $40K,Blue,3,4002,1669
713241033,Existing Customer,34,M,0,Graduate,Married,$60K - $80K,Blue,4,5175,977
788754108,Existing Customer,65,F,1,Unknown,Single,$40K - $60K,Blue,4,4599,637
717013383,Existing Customer,52,M,2,High School,Married,$80K - $120K,Blue,4,31258,1518
712634133,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,5,2683,1671
709537683,Attrited Customer,37,M,3,College,Married,$80K - $120K,Blue,3,11638,926
778627983,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,3,1829,1140
720241758,Existing Customer,55,M,0,Doctorate,Married,$80K - $120K,Blue,3,8276,1671
720814233,Existing Customer,45,M,4,High School,Unknown,$80K - $120K,Blue,4,23539,1261
785080308,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,5,2352,0
713358633,Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue,6,11371,1015
720392433,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,6,2857,2517
720282558,Existing Customer,36,M,2,Graduate,Single,$80K - $120K,Silver,5,34516,1568
821370858,Existing Customer,39,M,1,Graduate,Married,$40K - $60K,Blue,5,6690,1884
799249833,Existing Customer,34,M,2,Graduate,Single,Less than $40K,Blue,5,4439,844
713016633,Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,4,5344,1582
814471983,Existing Customer,42,M,3,High School,Divorced,$80K - $120K,Blue,6,27310,0
779612808,Existing Customer,61,M,1,Graduate,Married,$40K - $60K,Blue,6,2531,2360
716692683,Existing Customer,31,M,1,College,Single,$40K - $60K,Blue,4,9096,0
790145733,Attrited Customer,40,M,3,College,Single,$80K - $120K,Silver,1,34516,0
716038533,Existing Customer,42,F,3,Graduate,Unknown,Less than $40K,Blue,3,7169,902
714421233,Existing Customer,54,F,0,Graduate,Married,Less than $40K,Blue,5,5399,1723
709783908,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,6,2280,1170
812788233,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,4,6315,1305
772452783,Existing Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,6,4402,1640
714002658,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,5,27732,1623
713464983,Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,4,4947,1053
713910108,Existing Customer,38,M,1,Graduate,Married,$80K - $120K,Blue,3,3946,2375
808169358,Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue,5,12291,2289
714013083,Existing Customer,63,F,2,Graduate,Married,$40K - $60K,Blue,4,3067,1874
715381533,Existing Customer,42,F,4,Post-Graduate,Single,Less than $40K,Blue,6,1438.3,674
717678408,Existing Customer,61,F,1,Doctorate,Married,$40K - $60K,Blue,4,8633,2517
719143308,Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,4,2394,0
711509658,Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue,3,11374,2517
757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,4,6921,2159
808681158,Existing Customer,57,M,0,Graduate,Married,$80K - $120K,Blue,4,2564,2379
718867683,Existing Customer,64,M,1,Unknown,Married,Less than $40K,Blue,4,2720,1904
714618333,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,3,9843,2154
794562783,Existing Customer,28,F,0,Unknown,Single,Unknown,Blue,5,21691,661
708208758,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,6,1826,883
794504658,Existing Customer,39,M,1,Unknown,Married,$60K - $80K,Blue,6,5746,1829
714772758,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,6,2926,1346
713830233,Existing Customer,47,F,5,High School,Married,$40K - $60K,Blue,5,7061,1813
713577483,Existing Customer,47,M,4,Unknown,Married,$80K - $120K,Blue,3,5589,1430
814513008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,5,9620,2033
712765158,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,5,2539,2162
714411108,Existing Customer,37,F,3,Graduate,Single,Unknown,Blue,4,3642,610
720231108,Existing Customer,57,M,2,Graduate,Single,Less than $40K,Blue,3,3451,0
709035708,Existing Customer,38,F,0,Unknown,Married,Less than $40K,Blue,4,1841,1246
720662508,Existing Customer,39,M,1,Graduate,Married,$120K +,Blue,6,5764,1529
708623283,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,6,18278,0
813247083,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,4,16059,618
780078333,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,3,5887,659
811915383,Existing Customer,36,M,3,Uneducated,Married,$40K - $60K,Blue,6,3152,1986
719818983,Attrited Customer,39,M,1,College,Divorced,$80K - $120K,Blue,1,12464,0
716349183,Existing Customer,58,F,1,Uneducated,Married,Unknown,Blue,5,4784,0
710067183,Existing Customer,28,M,1,High School,Single,Less than $40K,Blue,5,1950,0
771234558,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,6,7478,0
820288233,Existing Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,4,1438.3,0
717511533,Existing Customer,28,M,0,Graduate,Single,Less than $40K,Blue,4,1707,1191
